Geneid	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821918.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821919.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821920.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821921.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821922.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821937.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821938.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821939.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821949.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821950.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821951.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821952.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821953.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821968.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821969.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821970.sorted.bam
ENSMUSG00000029618	16	15	9	16	15	1	3	5	0	0	0	0	0	0	0	0
ENSMUSG00000105150	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029321	1186	1245	1266	1604	2059	649	559	557	3	0	9	0	16	10	1	13
ENSMUSG00000084126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000038970	1964	2201	1945	2339	2190	3443	4138	3879	729	389	631	435	326	614	292	273
ENSMUSG00000098039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052271	45	69	35	66	111	61	90	95	16	2	6	7	5	7	8	8
ENSMUSG00000092275	1	0	0	0	0	4	1	6	0	0	0	0	0	0	0	0
ENSMUSG00000040464	296	314	273	352	372	566	406	626	154	131	162	139	102	117	60	77
ENSMUSG00000104716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073234	12	7	4	5	9	1	5	3	0	0	0	1	0	0	0	0
ENSMUSG00000029320	3	4	7	5	13	13	15	13	0	1	0	0	0	0	0	0
ENSMUSG00000088121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079562	2483	2648	2313	2940	2744	3213	3909	3277	2011	1599	2372	1632	1480	728	393	514
ENSMUSG00000066621	2297	2351	2203	2588	2932	5255	8441	5459	1204	831	1306	885	1026	947	629	689
ENSMUSG00000029470	2978	2738	2428	2883	2624	2850	3569	3125	1990	1727	2406	1783	1245	564	233	576
ENSMUSG00000087484	84	77	86	105	76	156	189	166	23	20	18	24	10	10	5	6
ENSMUSG00000005220	189	88	69	171	131	307	183	429	0	1	38	2	3	86	2	28
ENSMUSG00000093771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047843	633	634	511	629	698	939	1243	853	353	377	549	322	291	220	62	167
ENSMUSG00000037355	660	985	1028	1156	1388	1495	915	1669	427	357	618	408	513	560	166	303
ENSMUSG00000029112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000107248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038859	769	775	764	822	876	1100	1288	1367	0	1	4	1	4	51	32	23
ENSMUSG00000086894	31	37	47	60	44	92	73	88	41	28	44	27	32	60	44	35
ENSMUSG00000104600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029313	6856	7762	7145	8692	8541	5914	6196	7313	2570	1638	3137	2243	1817	1997	917	1260
ENSMUSG00000059991	3	1	1	2	2	15	18	23	0	0	0	0	0	0	0	0
ENSMUSG00000082524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043388	2	7	6	6	2	8	9	2	1	0	1	0	4	25	0	0
ENSMUSG00000072889	693	741	729	857	903	756	545	833	373	287	411	368	278	139	51	61
ENSMUSG00000105510	3	4	2	9	3	3	3	4	3	1	2	4	1	0	1	0
ENSMUSG00000105865	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037339	1048	932	813	947	1013	1396	1686	1398	551	514	718	484	439	456	310	310
ENSMUSG00000063935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097271	11	14	4	10	9	15	19	20	12	3	4	6	0	10	0	0
ENSMUSG00000060204	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000029312	229	195	179	155	154	525	505	428	34	37	45	17	30	11	19	17
ENSMUSG00000105019	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000119515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067220	2	8	0	6	2	18	10	27	12	5	13	8	4	17	16	19
ENSMUSG00000105124	1	0	0	1	0	1	1	0	0	1	1	2	0	0	0	0
ENSMUSG00000106136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSMUSG00000067219	145	128	81	113	115	415	145	314	16	40	24	24	14	16	9	11
ENSMUSG00000034528	544	136	118	35	38	744	82	21	6	1	2	2	0	1	2	3
ENSMUSG00000082527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004642	1286	1368	1105	1501	1143	866	773	1063	1701	1209	1459	1108	920	472	213	405
ENSMUSG00000040473	831	852	902	976	861	904	609	1248	0	6	1	0	1	30	4	0
ENSMUSG00000106834	1	0	0	0	1	1	0	0	1	2	1	1	2	0	0	0
ENSMUSG00000019295	927	850	811	917	790	1026	1335	1066	476	316	506	418	331	202	101	145
ENSMUSG00000029471	1464	1532	1413	1872	1740	1830	2175	2142	1435	1105	1484	1126	720	980	394	641
ENSMUSG00000029311	3634	3125	3133	3470	3486	3455	3360	3486	2013	1685	2812	1675	1464	956	354	733
ENSMUSG00000106035	14	4	8	7	9	22	20	30	3	3	4	1	1	10	2	8
ENSMUSG00000105613	1	0	0	0	0	3	0	1	6	4	1	2	1	0	0	0
ENSMUSG00000029310	1375	1159	1031	1246	1137	1469	1870	1508	873	758	907	799	600	378	206	318
ENSMUSG00000093690	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000015653	633	673	711	871	733	559	328	780	2	1	3	0	2	7	5	8
ENSMUSG00000105996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091034	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000105261	0	1	0	0	1	4	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000015652	21	29	24	42	19	41	28	61	0	0	0	0	0	0	0	0
ENSMUSG00000100801	1821	1230	945	1229	904	795	996	958	880	418	710	410	293	125	61	88
ENSMUSG00000104952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104663	1	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000105487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029309	12257	10207	10077	11272	12309	32771	33853	35564	4	3	5	2	5	332	230	155
ENSMUSG00000097877	7	6	11	8	25	26	22	15	0	0	0	0	0	1	0	0
ENSMUSG00000092094	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000064851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095159	27	34	23	24	27	19	45	27	15	6	15	4	8	1	4	0
ENSMUSG00000105711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053268	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000105832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029307	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000105615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081226	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00002076164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012428	1252	1077	1074	1277	950	1182	771	1706	355	120	354	143	82	239	104	75
ENSMUSG00000029306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086528	1	3	0	4	0	3	0	2	0	0	2	0	0	2	0	0
ENSMUSG00000053863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054892	269	383	310	387	361	230	186	309	612	475	652	469	577	449	188	327
ENSMUSG00000105089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003161	3642	3558	3271	3889	3717	3872	3842	4364	3591	2710	4258	2771	3117	1549	677	1118
ENSMUSG00000082867	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029304	7702	6102	4979	5533	5701	2308	2290	2906	1016	500	551	415	339	132	125	94
ENSMUSG00000105954	16	17	20	12	21	6	3	3	5	2	1	0	4	0	0	0
ENSMUSG00000037313	725	948	716	1011	771	377	253	416	1415	1057	1372	1212	923	148	133	206
ENSMUSG00000106971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106896	5	1	4	2	5	2	5	3	0	0	0	0	0	0	0	0
ENSMUSG00000034462	3795	3960	4353	4756	5324	6099	5512	6239	181	177	285	198	173	143	64	105
ENSMUSG00000097392	471	692	703	847	813	935	450	1321	176	109	207	179	144	240	60	146
ENSMUSG00000118625	1	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000048334	4	8	5	11	7	6	0	4	4	0	2	0	1	0	0	0
ENSMUSG00000072774	117	185	112	156	149	211	93	258	132	85	128	95	99	77	27	39
ENSMUSG00000029299	195	203	183	180	149	482	275	632	424	258	396	309	261	431	207	341
ENSMUSG00000119653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105555	0	1	0	0	0	0	0	0	3	1	1	0	0	4	0	0
ENSMUSG00000104899	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106392	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0
ENSMUSG00000034438	6461	6933	5820	6672	4628	555	268	615	8649	5783	7878	4945	4055	333	128	263
ENSMUSG00000029298	11066	12196	11409	13879	12176	4985	3062	5801	5042	3238	5868	3680	3659	1482	522	936
ENSMUSG00000079363	41508	47782	43350	51050	49991	5089	2402	5370	16118	10489	15974	10698	9888	962	441	666
ENSMUSG00000079362	12	27	8	7	9	0	0	0	2	0	0	2	0	0	0	0
ENSMUSG00000105096	6903	5808	5166	6550	4358	174	37	122	203	152	345	152	136	18	9	16
ENSMUSG00000029217	355	258	321	317	284	664	486	792	368	203	396	240	224	963	324	706
ENSMUSG00000106739	1	1	0	0	0	0	2	1	0	7	0	1	1	0	0	0
ENSMUSG00000052154	5	3	5	3	7	6	16	5	6	2	5	6	8	8	8	8
ENSMUSG00000104713	5856	5712	5534	6295	5867	443	146	507	1183	941	1244	794	722	57	33	51
ENSMUSG00000097237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045482	2574	3120	3056	3730	3444	4390	5025	4935	2261	1661	2610	1836	1519	1247	582	719
ENSMUSG00000070639	1805	1957	1798	2104	2190	3021	2396	3619	641	450	627	497	496	397	299	290
ENSMUSG00000036087	2803	2668	2373	2971	2613	4108	2775	4671	2186	1429	1998	1508	1595	1181	628	719
ENSMUSG00000088685	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063656	1	2	0	1	0	1	0	0	6	4	5	8	9	14	0	6
ENSMUSG00002076468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029219	1	0	0	1	0	2	6	3	0	0	0	0	0	63	0	0
ENSMUSG00000054720	2557	2910	2400	3323	2571	2661	2557	3539	3764	2783	3243	2523	2107	1413	612	918
ENSMUSG00000081849	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0
ENSMUSG00000085771	2	0	3	4	0	3	2	6	8	4	2	4	1	4	0	0
ENSMUSG00000107373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046079	1261	1539	1264	1709	1601	1915	2007	2216	1601	1153	1590	1119	960	777	339	437
ENSMUSG00000067058	7	6	4	7	5	10	7	8	6	3	2	3	2	1	5	1
ENSMUSG00000084878	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000094708	1	3	0	4	2	0	0	1	5	0	2	1	3	0	0	0
ENSMUSG00000105074	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029290	648	669	678	778	948	1085	728	1363	398	253	429	296	255	241	53	120
ENSMUSG00000105341	0	1	2	0	3	3	0	2	4	1	0	1	3	0	0	0
ENSMUSG00000105129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105600	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038780	1708	1917	1655	2104	2330	2972	3381	3106	629	535	687	598	559	573	255	306
ENSMUSG00000105618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098822	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070733	3161	4255	3714	4653	4373	4434	4471	5119	2832	2006	3013	2275	1777	1880	821	1176
ENSMUSG00000107171	16	20	34	30	41	20	9	30	41	15	31	35	23	33	5	10
ENSMUSG00000086376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107109	1	2	6	3	0	0	0	2	6	2	4	6	2	5	0	0
ENSMUSG00000090561	2	2	4	2	0	0	1	0	3	0	3	2	1	0	0	0
ENSMUSG00000107087	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ENSMUSG00000038770	0	0	0	0	1	2	3	1	0	2	4	3	3	0	0	5
ENSMUSG00000100175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106999	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000105177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049606	895	1117	1107	1257	1232	1591	978	2194	636	461	677	493	440	711	155	404
ENSMUSG00000104706	4	2	7	5	6	7	8	5	2	2	8	1	0	3	1	0
ENSMUSG00002076219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029620	1	0	0	1	1	1	5	1	0	0	0	0	0	0	4	0
ENSMUSG00000118480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029621	2682	2659	2382	2852	2910	3575	4512	3425	2272	1619	2260	1309	1976	1021	712	650
ENSMUSG00000054252	4267	4398	4141	4403	5580	6677	8518	5902	3	4	10	1	5	55	28	27
ENSMUSG00000043410	0	3	2	0	3	0	5	4	0	0	0	0	0	0	0	0
ENSMUSG00002075799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005299	1731	1921	1606	1962	1952	2179	2237	2163	1370	1091	1624	1154	1046	611	282	412
ENSMUSG00000059064	7	5	2	2	4	8	10	4	4	1	2	1	1	3	4	8
ENSMUSG00000107149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029472	6174	6501	5561	7056	6034	9722	11432	10057	4463	3680	5333	3815	3057	2557	1319	2025
ENSMUSG00000029622	10761	11432	8869	12607	10338	6027	8101	6932	14835	12898	18595	12723	10932	4826	2806	3060
ENSMUSG00000029474	1044	1148	1022	1192	1130	922	905	1049	1249	956	1623	997	978	388	138	236
ENSMUSG00000029623	1719	1563	1326	1756	1564	1969	2751	2150	1751	1428	1687	1410	1141	676	387	465
ENSMUSG00000038722	1582	1509	1200	1754	1413	1399	1265	1554	1364	1080	1568	982	975	603	432	558
ENSMUSG00000029624	706	694	711	783	758	874	1066	850	455	433	575	398	343	264	89	121
ENSMUSG00000029152	4365	3961	3358	4334	3846	4952	3842	5563	2494	2073	2906	2157	1839	1536	616	1259
ENSMUSG00000107292	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000107331	74	71	74	84	107	136	87	171	28	32	42	41	20	53	14	13
ENSMUSG00000029283	337	443	320	467	303	274	183	352	445	228	354	282	205	221	85	144
ENSMUSG00000029153	131	70	94	119	107	614	412	662	30	20	14	7	31	20	13	6
ENSMUSG00000106958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029287	2801	3480	3632	3909	5619	4867	5428	4628	87	59	92	56	64	238	117	213
ENSMUSG00000106643	8	5	16	11	16	12	3	4	0	0	1	0	0	0	0	0
ENSMUSG00000105033	1	0	1	1	2	3	6	0	0	1	0	0	0	0	0	0
ENSMUSG00000084218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106671	0	3	8	3	1	5	2	2	2	0	0	0	0	0	2	0
ENSMUSG00000088429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029154	9	2	2	4	2	42	3	23	0	0	0	0	0	0	0	0
ENSMUSG00000106675	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000082039	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029625	729	807	768	864	866	814	871	760	1042	772	1236	865	759	306	230	252
ENSMUSG00000038690	2691	2216	1803	2339	1879	3131	3842	3054	1399	1207	1864	1196	1021	599	630	665
ENSMUSG00000029627	243	239	201	253	294	381	460	396	149	139	205	124	131	170	65	145
ENSMUSG00000055991	377	304	379	335	417	624	620	647	153	139	148	129	110	63	45	73
ENSMUSG00000051674	683	562	598	697	678	886	625	927	215	146	254	189	173	145	36	116
ENSMUSG00000106631	0	0	2	0	1	2	1	1	0	0	2	1	0	0	0	0
ENSMUSG00000067206	3	19	45	12	74	5	4	3	5	0	2	1	2	13	0	0
ENSMUSG00000007812	1157	1155	1163	1337	1322	1443	738	1622	596	461	708	493	434	429	170	415
ENSMUSG00000106188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070420	318	413	370	414	452	496	661	560	232	192	281	207	161	122	94	77
ENSMUSG00000104682	27	27	24	32	27	61	40	44	2	5	7	11	1	14	7	11
ENSMUSG00000029156	958	1039	994	1215	1227	1483	1086	1564	357	245	474	357	277	203	30	59
ENSMUSG00000106773	0	1	2	0	0	1	6	0	0	0	1	0	0	0	0	0
ENSMUSG00000070419	1	1	2	0	8	2	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000104644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038656	159	25	31	17	23	218	10	5	1	0	0	0	1	2	0	0
ENSMUSG00000105270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057406	2329	2622	2187	2990	2390	1675	1322	2177	2562	1564	2202	1828	1326	350	196	310
ENSMUSG00000075552	62	7	23	5	5	128	14	2	0	0	0	0	0	0	0	0
ENSMUSG00000106033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029155	717	677	720	789	767	741	822	1269	0	0	1	0	0	10	5	0
ENSMUSG00000106040	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029475	559	696	560	728	614	805	847	868	736	476	611	543	437	390	198	280
ENSMUSG00000107027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105979	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000105311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075551	124	21	37	24	19	339	20	4	0	0	0	0	1	0	0	1
ENSMUSG00000106555	0	0	0	0	0	0	1	0	4	3	0	0	1	0	0	0
ENSMUSG00000105661	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029111	689	764	689	912	791	963	1121	910	902	715	887	725	541	418	216	295
ENSMUSG00000098830	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000107043	0	2	1	1	1	3	9	2	0	0	0	0	0	0	0	0
ENSMUSG00000106688	4	10	9	3	3	9	13	14	0	0	0	0	2	3	0	0
ENSMUSG00000054417	212	33	40	24	25	276	30	7	0	1	0	0	0	0	0	0
ENSMUSG00000054814	1297	1008	1030	1164	1083	2093	1746	2334	418	236	454	237	311	178	145	151
ENSMUSG00000049686	681	702	642	756	794	723	939	739	1106	769	1187	745	790	364	297	222
ENSMUSG00000087250	0	1	0	0	0	0	0	1	0	1	3	1	2	0	0	1
ENSMUSG00000106473	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086234	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0
ENSMUSG00000106993	0	2	6	2	0	2	1	2	3	0	5	2	0	0	0	0
ENSMUSG00000106973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000093355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106735	0	2	0	0	1	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000070858	11	11	7	8	4	24	35	20	0	0	1	0	0	0	8	5
ENSMUSG00000056035	5062	647	713	247	196	7763	438	132	3	3	3	3	6	9	6	15
ENSMUSG00000106743	3	0	1	3	1	3	8	7	0	0	0	1	0	5	0	3
ENSMUSG00000105405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049907	761	691	611	676	769	807	908	793	31	24	72	22	34	27	19	14
ENSMUSG00000105394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048142	40	22	30	37	22	259	309	288	30	22	41	19	20	177	73	146
ENSMUSG00000029477	119	65	93	90	46	173	220	156	3	0	9	3	1	0	0	2
ENSMUSG00000105107	11	24	29	22	41	64	66	63	5	4	8	10	12	28	15	17
ENSMUSG00000080836	2	3	1	4	8	2	10	6	10	8	3	1	2	3	6	0
ENSMUSG00000029276	145	178	202	219	176	252	81	273	158	100	120	89	107	87	27	52
ENSMUSG00000029630	1470	267	335	116	103	2368	196	29	0	1	1	4	1	4	4	1
ENSMUSG00000104895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061292	146	24	24	7	10	154	18	3	0	0	0	0	0	0	0	0
ENSMUSG00000104752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000095040	12	15	23	33	50	29	31	33	0	1	6	2	0	9	0	0
ENSMUSG00000106547	49	100	110	116	230	101	76	136	4	6	12	24	20	23	19	5
ENSMUSG00000105542	1	8	6	5	16	1	1	6	1	0	1	4	2	0	0	0
ENSMUSG00000105636	0	5	7	5	20	2	2	10	2	3	1	3	0	5	0	0
ENSMUSG00000062110	325	337	346	411	388	372	360	470	211	155	246	218	162	92	36	113
ENSMUSG00000107209	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000080700	1	1	1	1	4	0	2	2	0	0	2	1	1	2	0	0
ENSMUSG00000084132	0	0	3	0	0	0	1	0	2	2	0	0	0	0	0	0
ENSMUSG00000107009	1	0	2	0	0	2	0	0	2	1	3	2	1	0	0	0
ENSMUSG00000106992	3	1	0	0	0	4	0	6	0	1	0	0	0	8	3	0
ENSMUSG00000054434	245	219	191	228	261	477	654	564	60	38	78	47	50	34	26	44
ENSMUSG00000029449	505	574	497	656	586	492	725	720	1067	676	953	741	682	808	523	580
ENSMUSG00000104951	4	7	12	8	7	32	43	43	1	3	2	1	1	6	3	3
ENSMUSG00000104156	4	6	2	6	8	5	8	10	0	1	0	3	4	4	0	8
ENSMUSG00000029634	1881	2041	1769	2386	2140	2148	1987	2445	1512	998	1593	1203	915	539	169	410
ENSMUSG00000045102	22	11	17	20	57	40	33	47	9	9	8	3	12	14	1	11
ENSMUSG00000106868	0	0	1	0	0	3	4	2	1	2	0	0	0	0	0	0
