Geneid	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821918.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821919.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821920.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821921.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821922.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821937.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821938.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821939.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821949.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821950.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821951.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821952.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821953.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821968.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821969.sorted.bam	/data/users/jgroff/DE_RNA_Seq/03_Map_reads//SRR7821970.sorted.bam
ENSMUSG00002075882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062563	646	610	477	562	444	610	900	565	2	1	2	0	0	31	6	17
ENSMUSG00000050671	64	67	78	71	77	13	8	21	5	1	2	1	1	0	0	0
ENSMUSG00000020649	1376	1874	1181	1882	1171	279	163	359	3534	2296	2766	2366	1461	283	417	387
ENSMUSG00000113062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021036	6703	6891	6132	7189	6974	5213	4758	6575	1995	1634	2427	1653	1392	911	496	580
ENSMUSG00000113648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113767	2	0	1	3	1	2	3	0	3	0	0	0	1	0	0	0
ENSMUSG00000114103	0	1	1	0	1	2	1	1	1	0	1	0	1	0	0	0
ENSMUSG00000079036	508	593	573	714	584	684	668	821	434	314	459	392	265	345	140	242
ENSMUSG00000105428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021040	766	705	521	721	667	685	609	752	339	290	373	279	242	139	84	148
ENSMUSG00000020646	47	63	53	84	105	260	234	315	0	0	2	1	3	9	25	21
ENSMUSG00000113774	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0
ENSMUSG00000021039	3008	2846	2507	3020	2948	2988	2992	3524	2215	1830	2484	1745	1597	1053	436	864
ENSMUSG00000112943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079034	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000114187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113474	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000021000	3472	3376	3162	3837	3470	3857	2567	3927	3548	2667	3850	3033	2185	1655	855	1251
ENSMUSG00000113803	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077505	0	0	12	0	0	2	0	3	0	1	4	0	0	2	0	0
ENSMUSG00000092019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114059	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000113206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114074	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000035329	777	835	874	1004	962	693	447	872	668	511	847	536	524	445	147	242
ENSMUSG00000113280	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113129	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000098229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095724	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000112867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112050	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
ENSMUSG00000112455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113452	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096619	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035653	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113725	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000113144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113395	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113071	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000113523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113890	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00002075894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036333	4431	4612	4484	5417	4843	7110	6528	8153	3156	2131	3636	2489	2104	1561	614	1035
ENSMUSG00000098200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113393	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000114123	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000112972	0	1	2	0	1	2	0	1	1	0	1	0	0	0	0	0
ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114148	3	3	10	3	3	6	10	14	0	0	1	0	0	0	1	6
ENSMUSG00000118736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113103	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000113602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113152	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000113854	0	1	1	0	0	2	1	2	0	0	0	0	1	0	0	0
ENSMUSG00000020644	2949	3629	3100	4015	3423	2505	2042	2835	6380	5977	9277	6716	6336	1181	587	1099
ENSMUSG00000043060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112937	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113587	8	1	3	6	5	0	1	3	5	5	5	3	1	0	0	1
ENSMUSG00000091905	1	1	0	2	2	0	1	0	1	0	0	1	1	1	1	3
ENSMUSG00000096803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114033	1	5	0	1	2	0	2	0	2	1	8	4	1	0	0	0
ENSMUSG00000095717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113745	0	0	0	3	0	2	0	0	0	1	6	0	3	0	0	0
ENSMUSG00000114109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114105	1	3	5	2	1	2	0	4	0	0	5	5	0	0	0	0
ENSMUSG00000113658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113938	0	0	0	0	0	3	0	0	7	0	1	0	0	2	5	0
ENSMUSG00000113419	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000047227	48	59	45	54	63	112	27	98	12	11	18	6	17	29	15	11
ENSMUSG00000113550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113611	3	1	0	0	1	1	0	3	2	1	2	5	4	5	0	0
ENSMUSG00000113115	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0
ENSMUSG00000114075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071207	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000114108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113083	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000113348	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113793	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000113564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114020	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113617	0	1	2	0	0	1	0	0	4	1	1	1	0	1	0	0
ENSMUSG00000113376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113861	0	1	0	0	2	3	3	1	0	0	0	0	0	0	0	0
ENSMUSG00000113903	0	0	2	1	0	2	0	1	3	0	0	1	1	0	0	0
ENSMUSG00000035614	1287	1332	1418	1541	1500	1545	929	1909	495	405	628	423	413	380	128	244
ENSMUSG00000113218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063632	86	86	97	90	96	1016	760	761	0	0	0	0	0	8	19	22
ENSMUSG00000021044	414	397	343	409	402	644	671	654	181	181	269	213	148	127	84	101
ENSMUSG00000113421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113087	0	0	0	0	0	1	0	1	0	0	1	0	0	4	0	0
ENSMUSG00002075242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035597	1459	2057	2159	2544	2378	2831	833	3388	1168	870	1422	1075	1048	1334	311	962
ENSMUSG00000087790	1	1	3	3	0	4	0	2	0	0	1	0	2	5	0	0
ENSMUSG00000020633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036655	107	42	21	36	19	141	58	51	4	1	2	3	1	14	4	9
ENSMUSG00000020949	877	932	753	948	783	1487	635	1688	1012	755	927	770	621	816	260	685
ENSMUSG00000114157	0	1	1	0	2	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061477	12563	10171	8591	11057	10125	11795	14838	13108	11502	9833	13621	9448	8455	10868	5510	10939
ENSMUSG00000020630	436	473	443	588	580	581	718	684	461	378	476	394	299	235	90	154
ENSMUSG00000066392	7	8	6	7	12	5	7	8	0	1	0	0	0	3	0	0
ENSMUSG00000103136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020629	658	462	387	466	414	1485	1043	1177	272	263	294	232	226	362	111	245
ENSMUSG00002075591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098579	0	0	1	0	1	1	2	3	0	0	0	0	0	0	0	0
ENSMUSG00002075866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113539	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000113001	0	0	0	0	0	2	2	4	0	0	0	0	0	0	2	0
ENSMUSG00000113023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095079	476	735	1270	314	259	916	1172	1675	96	100	179	39	53	461	220	215
ENSMUSG00000097157	1	1	1	0	4	5	6	2	0	1	0	0	0	0	0	0
ENSMUSG00000087642	0	4	0	0	0	8	0	2	0	0	0	0	0	0	0	2
ENSMUSG00000097071	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076612	57	770	162	44	419	1675	305	1984	33	19	91	26	33	39	35	47
ENSMUSG00002076394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076613	90	667	105	110	445	917	295	971	15	17	40	13	14	93	38	119
ENSMUSG00000102962	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000055884	251	341	268	373	386	327	225	430	291	186	284	228	132	140	49	93
ENSMUSG00000112992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076614	2	86	29	8	32	316	359	619	1	1	16	3	0	1	17	30
ENSMUSG00000020628	932	987	862	1053	862	1411	1526	1515	721	540	831	595	529	407	246	321
ENSMUSG00000076615	47	80	14	37	307	177	161	441	79	23	76	56	34	192	95	174
ENSMUSG00000090726	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000104218	7	11	11	1	4	1	8	15	2	7	5	9	4	0	1	0
ENSMUSG00000103198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102832	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000104213	81	197	70	63	83	3266	2624	4190	303	198	485	133	109	16819	5067	8522
ENSMUSG00000036613	490	561	474	597	521	505	557	608	880	639	839	529	777	486	593	534
ENSMUSG00000076617	3286	5495	1947	2622	8720	19200	20397	48889	3557	2051	3297	1755	1764	39221	15282	31026
ENSMUSG00002075914	0	0	1	1	1	17	11	30	0	1	1	0	3	22	6	12
ENSMUSG00000114081	1	4	4	1	1	0	0	0	1	4	5	5	2	0	2	0
ENSMUSG00002075660	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	4
ENSMUSG00000113886	5	0	0	0	1	4	2	2	95	48	35	19	109	86	61	78
ENSMUSG00002074884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076091	1	1	2	2	4	20	9	28	5	1	1	0	0	14	8	8
ENSMUSG00000113387	4	0	1	1	1	4	0	0	0	0	0	1	0	0	0	0
ENSMUSG00002076657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113544	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113986	7	5	2	1	1	8	1	2	0	0	0	0	0	0	0	0
ENSMUSG00000112776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047534	178	310	257	379	231	97	23	151	552	361	451	475	342	72	57	85
ENSMUSG00000113228	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113233	1	2	4	0	0	2	3	2	0	4	0	0	5	1	0	0
ENSMUSG00000061533	478	463	431	486	404	458	420	603	402	336	425	360	230	440	282	373
ENSMUSG00000035560	5	1	0	3	0	4	5	2	3	0	1	0	0	0	0	0
ENSMUSG00000113442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085004	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
ENSMUSG00002076001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113983	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSMUSG00000113785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020963	9	8	12	20	16	88	108	224	0	0	2	0	0	0	2	0
ENSMUSG00000099750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076618	0	7	5	4	11	41	33	104	4	0	5	3	1	81	15	15
ENSMUSG00000020962	845	933	989	1047	1002	1266	726	1360	670	560	706	483	429	567	179	423
ENSMUSG00000080365	0	2	55	2	4	2	0	1	0	0	1	0	1	0	0	0
ENSMUSG00000113943	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034912	0	1	1	0	0	2	0	3	0	0	0	0	0	2	0	0
ENSMUSG00000113291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
